MACHINE_ID,FAILURE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY
510520,1,15700,53478,68885,CarProd,5,0,0,83.69551611,5,17,40.34993,Other
146688,0,15700,83830,122719,,,,,,,,35.16514615,
369824,0,15800,91095,109401,CarProd,12,,1,154.3601832,0,17,33.52627067,FARMING
704388,0,15800,51281,144202,CarProd,1,0,0,285.9978979,4,43,41.5380511,Other
598003,0,15800,9407,60165,CarProd,1,0,0,310.6584212,0,5,40.0513062,FARMING
956228,0,15800,61073,90897,CarProd,8,0,0,208.5007559,0,20,23.03574584,GOVERNMENT
306611,0,15800,25344,79736,TruckPr,,0,0,249.9837678,0,50,42.43556267,Other
158964,0,15800,,30395,CarProd,12,,,85.27403355,2,8,33.56526399,Other
632246,0,15800,89765,111792,CarProd,1,0,2,143.3555312,1,34,33.05883512,GOVERNMENT
326749,0,15800,,44144,TruckPr,0,0,0,315.8126317,1,9,25.65038413,Other
855405,1,15800,58100,83000,CarProd,2,1,1,284.0666667,4,27,,GOVERNMENT
96511,1,15800,,58995,TruckPr,1,2,3,194.9870881,1,45,52.20316451,Other
910726,1,15800,104913,121214,CarProd,2,0,0,134.0038302,0,21,44.91516055,GOVERNMENT
316607,0,15800,51163,157644,CarProd,19,0,0,239.2247894,0,28,20.74752052,GOVERNMENT
625251,0,15800,101246,142340,CarProd,2,,,109.2939326,2,16,33.77082855,FLEET
491435,0,15800,78905,97628,CarProd,0,0,0,152.1711375,0,23,42.21828222,Other
180792,1,15800,74815,89721,CarProd,16,0,0,,0,0,37.98450463,COMMERCIAL
903941,0,15800,24939,39285,,2,0,0,209.0374415,0,16,38.88812837,FLEET
508471,0,15800,103537,111139,CarProd,3,0,1,252.2677576,1,34,27.67406397,FLEET
566626,0,15800,102552,138171,TruckPr,13,0,0,116.7631844,4,21,35.11315049,GOVERNMENT
596021,0,15800,58388,100944,TruckPr,0,0,3,51.52514753,1,10,39.86252014,Other
252359,0,15800,,96579,CarProd,28,0,0,328.2104926,0,15,12.1535212,FLEET
166576,0,15800,71820,89739,CarProd,0,1,1,122.9555871,1,25,33.51907044,Other
536852,0,15800,94363,128434,CarProd,4,,,241.7361259,2,42,39.22189168,COMMERCIAL
155857,0,15800,41661,80457,CarProd,3,0,1,137.3175078,0,8,27.43409485,COMMERCIAL
485620,0,15800,,96642,CarProd,26,0,0,335.1546882,0,16,12.70693798,FLEET
793859,0,15800,20665,43790,CarProd,8,0,0,108.4139366,0,11,22.82689244,COMMERCIAL
18933,1,15800,42504,64847,TruckPr,,0,0,120.738013,2,18,36.83445756,Other
578727,0,15800,46716,60231,CarProd,3,0,0,191.3237369,0,13,28.05360448,Other
168798,1,15800,69928,,,23,0,3,82.44398559,1,14,32.32726246,Other
470338,0,15800,74575,95815,CarProd,7,2,0,69.5813481,0,21,24.10872688,Other
620431,0,15900,95120,114674,CarProd,4,0,1,278.8920593,0,34,28.23229678,FLEET
137826,0,15900,46731,71521,CarProd,18,0,0,192.1442355,0,22,40.36176991,GOVERNMENT
190900,0,15900,96854,156450,CarProd,1,0,0,212.6660046,0,19,40.21338458,COMMERCIAL
171690,0,15900,65827,97935,CarProd,1,0,0,160.4169586,4,20,32.60020273,FLEET
502551,0,15900,52012,105877,TruckPr,0,0,2,50.53156169,1,10,40.39225654,Other
451402,0,15900,50715,70467,CarProd,0,,1,285.3869287,0,10,36.05038237,Other
330706,0,15900,49516,105352,TruckPr,0,0,2,54.43732562,0,9,40.27060762,Other
891701,0,15900,94108,113888,TruckPr,2,0,0,140.5100538,0,21,36.31878818,FLEET
36020,0,15900,38514,50309,CarProd,6,1,0,101.8261423,1,16,38.87780839,Other
811097,0,15900,79660,96393,CarProd,4,2,0,84.205779,1,21,22.1131931,Other
219901,0,15900,102564,120724,CarProd,0,0,0,125.8340702,0,30,37.99377579,GOVERNMENT
727667,0,15900,38860,68912,CarProd,9,0,0,250.9275029,1,16,22.17526323,GOVERNMENT
514724,0,15900,101412,119751,CarProd,9,0,0,299.953098,2,18,30.1768704,Other
598212,0,15900,97478,120514,CarProd,1,,3,264.2609164,1,29,41.84027524,FLEET
539492,0,15900,48563,64679,CarProd,4,0,0,156.1013809,2,12,27.80854709,GOVERNMENT
286092,0,15900,42623,66458,CarProd,4,0,0,146.8278925,1,12,30.28912984,GOVERNMENT
926052,0,15900,69548,89775,CarProd,1,0,0,230.6730803,2,25,30.10831743,Other
868730,1,15900,43830,59530,CarProd,4.6,1,0,148.1333333,1,27,,Other
724097,1,15900,89500,104200,CarProd,15,0,3,183.6333333,0,37,,GOVERNMENT
421815,0,15900,107336,120451,CarProd,1,0,0,123.4655194,2,21,37.99240801,Other
765097,0,15900,112973,129878,CarProd,17,0,0,179.1340086,0,17,39.19202587,
397089,1,15900,101337,,TruckPr,4,0,0,235.6274023,0,23,20.72337565,Other
470444,0,15900,68304,92271,CarProd,1,1,2,113.2284034,2,25,32.88184693,Other
179752,0,15900,68079,90212,TruckPr,,0,0,304.2447551,0,19,30.42200388,Other
191447,0,15900,71841,96424,TruckPr,10,,,111.4372511,0,11,36.95496961,FLEET
148631,0,15900,88000,109500,CarProd,7,0,0,138,2,21,,GOVERNMENT
43220,0,15900,58518,82095,TruckPr,10,0,2,177.24778,0,14,28.81879312,GOVERNMENT
15342,0,15900,90017,114267,CarProd,8,0,0,205.2183294,2,36,41.23051218,GOVERNMENT
32758,0,15900,19639,171350,TruckPr,8,0,0,311.3103604,0,26,26.87672986,INDUSTRIAL
499828,0,15900,94078,118359,CarProd,13,0,0,125.5519994,1,8,37.78182264,Other
625959,0,15900,16744,52234,CarProd,3,0,0,288.4159495,0,16,17.45222743,GOVERNMENT
265085,0,16000,56295,77146,CarProd,0,0,0,190.3964069,0,24,31.73703429,FLEET
135440,0,16000,,51792,CarProd,,,,340.6849684,,17,30.61151879,Other
332001,0,16000,71861,95315,TruckPr,24,0,0,241.412515,1,23,35.4747731,GOVERNMENT
378645,0,16000,32918,52482,CarProd,3,0,0,259.5710207,0,34,40.347344,GOVERNMENT
545941,0,16000,74459,103255,CarProd,6,3,0,72.8645904,1,21,24.93522997,Other
87944,0,16000,20648,167020,TruckPr,5,0,0,315.4665656,0,26,25.91297601,INDUSTRIAL
490707,0,16000,82097,100225,CarProd,0,0,0,129.3745132,0,22,39.8272172,Other
656024,0,16000,133193,160919,CarProd,,0,0,223.3385211,0,18,37.3015175,COMMERCIAL
732853,0,16000,88093,106943,CarProd,7,0,0,207.2028505,1,36,42.5730795,GOVERNMENT
403317,1,16000,20000,60000,TruckPr,11,0,0,51.03333333,0,9,,Other
126536,0,16000,31000,54000,CarProd,16,0,0,110.6,1,18,,Other
156677,0,16000,101000,130000,CarProd,7.5,0,0,102.5,0,14,,GOVERNMENT
175456,0,16000,62200,89200,CarProd,1.9,0,0,176.5333333,1,31,,Other
236312,0,16000,90900,152300,TruckPr,5,0,0,102.5,0,17,,GOVERNMENT
333755,0,16000,42000,63400,TruckPr,3.5,0,0,123.8,0,18,,FLEET
185157,0,16000,38600,57822,CarProd,17,0,0,276.9666667,0,22,,Other
589399,0,16000,96000,160050,,,1,,260.7666667,,24,,Other
791998,0,16000,65000,91000,CarProd,0.2,0,0,85.23333333,0,17,,COMMERCIAL
395468,0,16000,16300,128200,CarProd,10,0,0,366.2666667,1,10,,Other
873392,1,16000,69322,106189,TruckPr,2,1,1,238.4,0,31,,GOVERNMENT
483110,1,16000,83200,,CarProd,0.6,0,0,318.5666667,9,27,,GOVERNMENT
598962,1,16000,88238,117500,CarProd,4,0,3,176.4666667,5,34,,Other
284823,1,16000,50000,71130,CarProd,2.5,0,0,189.7,0,22,,GOVERNMENT
798812,1,16000,70000,87400,CarProd,18,,3,145.8666667,3,18,,FLEET
426999,0,16000,63005,90908,TruckPr,,0,0,295.1152504,0,20,29.01487651,Other
122256,0,16000,,33382,CarProd,13,,,84.93118132,1,9,33.72078338,Other
528584,0,16000,98338,115759,CarProd,8,0,0,296.0762618,1,19,30.06273571,Other
791032,0,16000,84505,108652,CarProd,30,,1,332.385736,2,48,33.74218195,FLEET
218405,0,16000,71670,84124,CarProd,10,0,0,81.59612884,3,12,32.94889897,Other
56894,0,16000,52546,63837,CarProd,7,0,1,122.1963249,2,49,30.14326133,Other
235049,0,16000,77067,94613,CarProd,5,0,0,207.4133904,3,18,41.05898907,Other
929990,0,16000,,46140,CarProd,,,,344.580126,,16,31.64081278,Other
423235,0,16000,85228,91519,TruckPr,,0,0,162.7712009,0,26,43.58388253,FLEET
852262,0,16000,62973,87698,CarProd,1,0,0,156.4281155,0,24,23.57080084,FLEET
535009,0,16000,140979,181166,CarProd,9,0,0,236.7071183,0,21,27.84133988,COMMERCIAL
276807,0,16000,57944,89778,TruckPr,2,0,0,135.6060779,0,12,25.72579366,GOVERNMENT
237487,0,16000,65901,85627,CarProd,5,0,0,117.3570325,0,20,21.44534142,FLEET
526052,0,16000,66395,85782,CarProd,1,2,1,99.51921755,1,25,33.20696963,Other
612233,0,16000,69861,87086,CarProd,7,0,0,205.3280458,2,18,43.43633435,Other
903848,1,16100,49371,77400,CarProd,3,2,2,214.0603762,1,51,44.21676389,FLEET
533877,0,16100,76644,103192,CarProd,5,2,0,76.07793545,0,20,24.18793386,Other
262636,0,16100,94089,159427,TruckPr,6,0,0,101.9604601,0,16,35.99497953,GOVERNMENT
637239,1,16100,,30695,TruckPr,11,0,1,64.33574112,2,2,29.23301484,Other
878473,0,16100,63798,91045,TruckPr,,0,0,298.2107312,0,19,30.96164513,Other
179031,0,16100,59734,93756,CarProd,31,0,0,210.1589374,0,21,32.59621957,FLEET
30546,0,16100,99844,114647,CarProd,11,0,0,169.983556,0,27,33.52327854,Other
791225,0,16100,107758,124610,CarProd,0,0,0,129.1788981,0,29,34.2115674,GOVERNMENT
330845,0,16100,45973,64430,TruckPr,3,0,0,117.0737532,0,17,33.8247164,FLEET
417715,0,16100,63152,85097,CarProd,5,0,0,102.4008978,1,20,24.17553291,FLEET
897799,0,16100,76981,106014,CarProd,0,0,0,269.3426287,1,21,39.79911228,GOVERNMENT
345991,1,16100,33209,52000,CarProd,8,0,0,91.3,1,15,,Other
799223,1,16100,61712,82649,CarProd,12,0,0,94.6451236,0,9,27.5488312,Other
359346,0,16100,105719,116491,CarProd,1,0,0,117.8736121,2,20,38.7636997,Other
806456,0,16100,47198,79384,CarProd,1,,1,297.4825046,1,9,36.73611367,Other
504499,0,16100,41379,57862,CarProd,17,0,0,282.0062894,0,21,30.7084874,Other
787174,0,16100,54715,71673,CarProd,1,0,0,186.2158287,0,25,29.67050636,FLEET
660326,0,16100,49244,65523,TruckPr,2,0,0,110.2198934,0,17,31.00152371,FLEET
838337,0,16100,,29725,CarProd,11,,,85.95153044,2,8,33.49604656,Other
895611,0,16100,26276,168105,TruckPr,7,0,0,336.1984645,0,26,25.99181995,INDUSTRIAL
704999,0,16100,51041,72749,CarProd,8,0,0,90.32595067,2,15,43.89773033,Other
95693,0,16100,72942,99544,CarProd,5,2,0,54.94567887,1,20,23.28293339,Other
454814,0,16100,81145,92943,CarProd,8,1,2,343.4989168,,41,37.55797663,GOVERNMENT
294660,0,16100,68905,91572,CarProd,3,0,0,165.4571246,0,25,24.92011999,FLEET
906121,0,16200,43794,69458,TruckPr,2,0,0,140.5029163,0,18,31.10952867,FLEET
422212,0,16200,25329,37433,CarProd,21,1,0,207.1595475,2,16,32.71808803,GOVERNMENT
374213,0,16200,104896,137950,CarProd,2,,,112.2830944,2,15,32.76133796,FLEET
38828,0,16200,62258,92595,CarProd,2,0,0,177.8542195,0,25,22.21960047,FLEET
450678,0,16200,49552,82523,CarProd,4,0,0,131.7057154,1,8,28.17203289,COMMERCIAL
70754,0,16200,68873,101797,TruckPr,23,0,0,220.9651523,0,23,36.25933734,GOVERNMENT
460696,0,16200,87248,116407,CarProd,20,0,0,270.0076812,1,16,24.54326882,Other
876939,0,16200,49780,109050,TruckPr,2,,2,128.2885293,0,23,39.57681143,FLEET
298992,0,16200,,95280,,,0,0,194.4600162,1,10,33.12372818,Other
610308,0,16200,70703,87682,CarProd,10,0,0,87.21132856,3,10,31.37926884,Other
745660,0,16200,62783,94394,CarProd,1,0,0,167.429347,0,25,23.69115685,FLEET
62553,1,16200,83448,135447,CarProd,17,0,5,129.7801316,9,19,45.55441548,COMMERCIAL
446166,0,16200,53600,73500,CarProd,5,,,104.7333333,1,8,,Other
542265,0,16200,95465,114758,CarProd,7,0,0,298.4644353,2,19,32.6225601,Other
180614,1,16200,71530,88569,CarProd,14,0,0,,0,1,35.88671015,COMMERCIAL
45750,0,16200,96049,129091,CarProd,5,,,251.1608938,3,42,36.69216791,COMMERCIAL
160347,0,16200,22956,44866,CarProd,16,0,0,114.7590192,1,17,24.09088217,COMMERCIAL
383824,1,16200,118585,131940,CarProd,5,0,0,202.3851699,2,40,23.97711222,FARMING
760490,1,16200,23466,206368,CarProd,9,7,3,141.0274265,10,41,32.36849777,COMMERCIAL
941439,0,16200,86021,113030,CarProd,20,0,0,284.1597667,0,17,26.65016531,Other
707296,0,16200,105502,117705,CarProd,0,0,0,125.2425886,2,21,38.81066171,Other
959719,0,16200,76211,104348,CarProd,0,0,0,141.0468244,1,18,33.33441192,Other
50210,0,16200,81933,131208,CarProd,13,0,0,308.5320272,0,19,29.60368375,GOVERNMENT
377400,1,16200,34984,46382,CarProd,11,0,0,175.1443195,3,20,39.74092813,Other
191196,1,16200,46115,61917,TruckPr,2,0,0,259.3606975,0,47,43.71749944,Other
231799,1,16300,31800,63000,CarProd,12,1,5,124.9,1,14,,Other
827330,0,16300,22352,165315,TruckPr,9,0,0,304.3346951,0,27,27.56242667,INDUSTRIAL
719798,0,16300,7774,88649,TruckPr,14,0,1,257.9159219,0,22,28.13047878,Other
406494,1,16300,79087,102921,CarProd,23,0,0,256.2530843,0,45,36.98708569,FARMING
952096,0,16300,84480,101243,CarProd,30,,0,337.3423041,2,49,35.41287035,FLEET
933394,0,16300,71510,89756,CarProd,2,0,0,193.1358902,0,30,31.41358583,Other
214405,0,16300,105169,134992,CarProd,1,0,0,277.9929456,0,46,41.9498545,Other
21096,0,16300,96431,161284,,,0,,256.3719323,,23,39.07781351,Other
281292,0,16300,67524,85577,CarProd,8,0,0,75.43432799,3,11,31.76182878,Other
970267,0,16300,43500,69875,CarProd,5,0,0,245.5333333,3,32,,GOVERNMENT
799753,1,16300,25004,65000,CarProd,2,0,0,199.8333333,0,7,,Other
422363,0,16300,56075,88870,,11,0,0,,1,16,24.68929369,GOVERNMENT
620903,0,16300,59901,83232,TruckPr,,0,0,284.5143054,0,20,27.89880275,Other
947637,1,16300,49868,76131,CarProd,9,0,0,81.2741558,2,9,40.37255654,Other
483323,0,16300,69327,102426,TruckPr,8,0,0,246.7546661,1,12,36.4090945,GOVERNMENT
669338,0,16300,32188,78914,TruckPr,,0,0,250.7255462,0,49,40.72219635,Other
281670,0,16300,102826,114692,CarProd,8,0,0,317.5079738,1,18,31.91423801,Other
462710,0,16300,34297,42629,TruckPr,9,0,0,80.48923834,2,11,30.28477259,Other
325622,0,16300,66038,98585,CarProd,1,0,0,162.0654119,3,19,32.75346067,FLEET
571155,0,16400,50941,78801,CarProd,4,0,0,266.040799,2,32,32.90435701,GOVERNMENT
222620,0,16400,74904,92308,CarProd,6,0,0,202.4904448,3,19,42.42034531,Other
267278,0,16400,62786,79154,CarProd,7,,,,,,24.83894007,
921132,0,16400,21857,51994,TruckPr,7,0,0,201.9333333,0,14,,GOVERNMENT
550513,0,16400,71264,94726,CarProd,1,0,0,177.2573424,1,31,35.03448136,Other
924626,0,16400,119879,128546,CarProd,16,0,0,182.9973812,0,17,40.85088684,
863063,0,16400,86623,124048,,,,,,,,35.81076936,
108315,1,16400,54818,74447,CarProd,3,2,3,208.0888643,1,50,41.95642972,FLEET
610278,0,16400,57139,164133,CarProd,21,0,0,238.4610031,0,27,22.20684602,GOVERNMENT
836695,0,16400,73466,89453,CarProd,4,0,0,198.8274238,3,19,41.52349741,Other
57301,0,16400,63574,88586,TruckPr,,0,0,298.1465517,0,20,29.15337202,Other
931393,0,16400,82869,94390,CarProd,8,0,2,358.0506602,,42,39.06062731,GOVERNMENT
822103,0,16400,57651,76854,CarProd,1,0,0,172.2000922,0,25,31.81962217,FLEET
377572,1,16400,48700,72500,CarProd,,0,1,127.3,1,39,,Other
883831,0,16400,81700,109025,CarProd,10,0,0,155.2666667,3,19,,GOVERNMENT
443891,0,16400,62018,91832,CarProd,9,0,0,202.3225002,0,19,20.38046421,GOVERNMENT
643167,0,16400,,51454,CarProd,,,,338.1108068,,17,33.49183609,Other
112810,0,16400,107669,115881,CarProd,0,0,0,136.8121195,1,21,39.69996168,Other
583615,0,16400,47428,76483,CarProd,4,0,0,232.3155447,3,31,33.10683578,GOVERNMENT
402909,0,16400,58664,89589,CarProd,27,0,0,211.4411021,0,21,34.25636489,FLEET
488516,0,16400,71906,86144,CarProd,2,0,0,126.1701523,1,20,23.69800763,FLEET
507708,0,16400,89858,105796,CarProd,29,,1,340.7116751,2,49,36.00391594,FLEET
926803,0,16400,100014,122281,CarProd,0,0,0,123.1339876,0,30,34.93667391,GOVERNMENT
108225,0,16400,65898,85424,TruckPr,10,0,1,173.5332104,0,14,26.93199486,GOVERNMENT
638952,0,16400,86422,116097,,,,,,,,35.59895076,
462031,0,16400,102103,133626,CarProd,5,0,0,95.36634837,0,14,31.27518252,GOVERNMENT
842927,0,16400,85601,100078,TruckPr,,0,0,176.6987412,1,25,43.02747053,FLEET
516633,0,16500,44330,72618,CarProd,6,0,0,101.4953657,2,15,41.4570252,Other
150009,0,16500,48491,112677,TruckPr,2,,2,138.0960861,1,23,37.25333322,FLEET
41214,0,16500,47636,59586,CarProd,16,0,0,284.065542,0,21,29.96900633,Other
380667,1,16500,52028,63745,CarProd,7,0,0,105.5303761,4,18,41.34484584,Other
548476,0,16500,44110,65748,CarProd,7,0,0,99.19355258,3,14,41.41563125,Other
530444,0,16500,,88454,CarProd,30,0,0,320.4214503,0,16,14.0979409,FLEET
872373,1,16500,94403,,CarProd,9,0,1,217.7868414,0,19,,FLEET
400519,0,16500,64992,97348,TruckPr,8,,,123.6688208,0,11,36.10792355,FLEET
39927,0,16500,97010,128101,CarProd,9,,,250.681862,2,41,36.93333116,COMMERCIAL
957585,0,16500,77049,98658,CarProd,5,3,0,77.99281611,0,21,23.1200738,Other
144302,1,16500,92900,116000,CarProd,10,1,,83.16666667,1,27,,COMMERCIAL
57652,0,16500,64081,100796,TruckPr,22,0,1,243.9416859,1,24,38.32781635,GOVERNMENT
451811,0,16500,23169,41677,CarProd,20,0,0,208.0769432,2,15,34.43057515,GOVERNMENT
359709,1,16500,48833,68872,CarProd,1,0,0,60.39065229,0,12,22.45962439,Other
906448,1,16500,143404,165267,CarProd,14,0,1,169.7373629,1,31,36.178122,COMMERCIAL
903638,0,16500,,42894,TruckPr,1,0,0,331.4268695,0,8,26.89580446,Other
792706,0,16500,67619,93500,TruckPr,8,0,0,82.16666667,0,16,,GOVERNMENT
792426,0,16500,56500,80000,CarProd,2,0,0,308.4333333,3,16,,Other
770840,0,16500,163000,193000,CarProd,10,0,0,262.7333333,1,38,,GOVERNMENT
700631,0,16500,76000,110000,CarProd,18,0,0,242.5,5,31,,COMMERCIAL
103176,1,16500,65900,87000,CarProd,26,0,3,109.5666667,5,35,,Other
841152,1,16500,50000,,CarProd,1,0,0,120.7333333,3,11,,COMMERCIAL
512367,1,16500,67000,109500,CarProd,2,4,0,217.1,2,24,,COMMERCIAL
34934,0,16500,126872,167611,CarProd,5,0,0,136.1224348,1,21,26.40452841,FLEET
768369,0,16500,51758,138693,CarProd,2,0,0,283.0698409,5,43,39.71677072,Other
606967,0,16500,52030,158296,CarProd,20,0,0,218.5392657,0,27,22.48479175,GOVERNMENT
898588,1,16500,43223,46925,CarProd,10,0,0,178.0023834,4,20,40.20633377,Other
15180,0,16500,44946,64918,TruckPr,25,0,0,247.2784079,0,14,24.35794954,Other
148736,0,16500,48674,73720,CarProd,17,0,0,186.4730715,0,23,38.37360781,GOVERNMENT
501146,0,16500,8795,164000,TruckPr,23,0,0,76.06666667,2,21,,COMMERCIAL
486152,0,16500,74263,98922,CarProd,0,0,0,139.8312465,3,20,31.81442935,FLEET
329240,0,16500,102552,144461,CarProd,1,,,136.7244895,2,15,34.10788882,FLEET
346880,0,16500,42317,66966,TruckPr,3,0,0,206.2383892,3,17,35.00637947,GOVERNMENT
381498,0,16500,94920,118156,CarProd,9,0,0,295.2855235,2,18,32.17163193,Other
546399,0,16500,,29168,CarProd,11,,,102.1303682,2,8,31.56688527,Other
305773,0,16500,45441,76145,CarProd,4,0,0,124.0333832,1,8,28.17345068,COMMERCIAL
825486,0,16500,36206,53040,TruckPr,9,0,0,118.3013718,0,9,17.74778355,Other
187430,0,16600,9626,96887,TruckPr,14,0,0,263.7662467,0,23,28.67470198,Other
292594,0,16600,77380,123638,,,,,,,,34.11861536,
919820,0,16600,95860,123546,CarProd,0,,2,252.7574879,1,29,40.60856748,FLEET
662196,0,16600,81275,106691,CarProd,1,0,0,289.376138,1,20,38.47524099,GOVERNMENT
829941,0,16600,57094,94944,,9,0,0,,0,15,24.02304824,GOVERNMENT
477285,0,16600,97749,164103,,,1,,263.8467774,,23,37.38685429,Other
141882,0,16600,102543,119493,CarProd,3,0,0,276.6931852,0,33,29.28407186,FLEET
153399,0,16600,55912,81552,CarProd,6,,,106.5129317,0,7,36.76375267,Other
209464,0,16600,45877,68563,TruckPr,2,1,0,119.5007647,0,18,33.07304835,FLEET
515636,0,16600,74784,100221,CarProd,1,0,0,90.05044751,0,17,25.7083938,COMMERCIAL
236669,1,16600,42259,,CarProd,1.5,1,3,209.9666667,0,20,,Other
491500,0,16600,,50732,CarProd,0,0,0,96.36289475,2,9,42.39913928,FLEET
78951,0,16600,,56631,CarProd,2,0,0,98.76022323,1,8,39.7995274,FLEET
297494,0,16600,71564,84627,CarProd,5,0,0,114.6401329,1,20,22.32314261,FLEET
729297,0,16600,74681,95471,CarProd,6,0,0,187.6535104,4,19,40.45375316,Other
139510,0,16600,28694,44165,CarProd,20,0,1,206.7176512,2,16,30.63902291,GOVERNMENT
606892,0,16600,,43880,CarProd,,,,351.725503,,15,31.53428892,Other
752749,0,16600,69644,100411,CarProd,0,0,0,149.095227,4,19,29.72574682,FLEET
466394,0,16600,71096,104437,TruckPr,9,0,0,246.9596363,1,12,37.09953261,GOVERNMENT
501960,0,16700,62933,91790,CarProd,2,0,0,185.3724624,0,31,35.25727149,Other
545445,0,16700,64862,107919,TruckPr,10,0,0,260.1585478,0,11,36.82433903,GOVERNMENT
670232,0,16700,62933,95498,CarProd,0,0,1,161.6609943,0,25,24.26256802,FLEET
857724,0,16700,,29387,CarProd,13,,,80.82059146,2,8,33.36449134,Other
553470,0,16700,102687,137417,CarProd,7,0,0,97.76351186,0,14,31.10800492,GOVERNMENT
606896,0,16700,86076,130341,CarProd,12,0,0,295.9543396,0,18,28.44799241,GOVERNMENT
358007,0,16700,31135,60478,CarProd,14,0,0,105.1332711,0,18,39.1229968,Other
793791,0,16700,43794,61446,CarProd,6,0,0,96.45470591,1,9,28.45298086,
15682,0,16700,54079,112463,TruckPr,1,,3,134.9257138,1,23,37.03395439,FLEET
625612,0,16700,51310,76704,CarProd,2,,2,271.6519477,0,10,37.63005716,Other
364831,0,16700,11059,92706,TruckPr,13,0,1,262.61034,0,23,29.88475774,Other
297350,0,16700,59207,83146,CarProd,2,0,0,309.496388,3,15,43.48806641,Other
533039,1,16700,77083,103540,CarProd,17,0,0,170.8123729,,10,37.2264306,Other
140305,0,16700,67238,96535,TruckPr,7,,,103.4726082,0,10,39.34965052,FLEET
318190,0,16700,,56374,CarProd,1,0,0,73.4289424,1,9,40.82912873,FLEET
422593,0,16700,29404,45209,CarProd,20,0,1,195.5523296,2,16,31.05808436,GOVERNMENT
385897,0,16700,12830,56465,CarProd,3,0,0,301.1485223,0,15,18.25148086,GOVERNMENT
464250,0,16700,53423,85685,TruckPr,5,0,0,109.4294283,0,12,28.16061131,GOVERNMENT
298518,0,16700,5106,93277,TruckPr,14,0,0,269.9626887,0,23,29.87592807,Other
418124,0,16700,105556,136568,CarProd,0,0,0,273.7250728,0,47,40.04168465,Other
827283,0,16800,57329,83695,CarProd,3,0,0,294.9997016,2,16,40.62505269,Other
696111,0,16800,76852,90429,CarProd,6,0,0,183.8430046,3,18,42.2970917,Other
151763,1,16800,44983,65000,CarProd,4,2,1,77.03333333,6,43,,FARMING
202499,1,16800,27623,88231,CarProd,8,0,0,122.463272,0,12,55.96202222,GOVERNMENT
355563,0,16800,56979,90008,TruckPr,10,0,2,178.9299564,1,12,27.8164203,GOVERNMENT
906170,1,16800,69284,,CarProd,21,0,0,190.6933138,1,20,35.89402586,FLEET
127175,0,16800,50050,140222,CarProd,4,0,0,272.4998353,5,43,40.03337824,Other
538529,0,16800,23670,41879,CarProd,17,1,0,106.3985698,0,17,26.69671626,COMMERCIAL
615780,0,16800,62557,95747,CarProd,0,0,0,188.189005,1,31,35.28584474,Other
776492,1,16800,16204,27781,TruckPr,1,10,0,190.5770968,0,9,27.14688565,Other
257426,1,16800,113021,146222,,5,3,2,123.8934197,2,65,62.55930782,COMMERCIAL
929324,0,16800,67049,89729,TruckPr,,0,0,286.3751286,0,20,28.73912802,Other
253804,0,16800,81820,100366,CarProd,6,0,1,335.3003273,,41,36.21162681,GOVERNMENT
918691,1,16800,87300,155500,CarProd,3,0,0,1154.633333,0,0,,Other
929053,1,16800,50445,71711,CarProd,5,0,0,71.23076169,5,18,40.58291348,Other
85622,0,16800,73280,103067,CarProd,1,0,0,140.362134,0,17,34.00229537,Other
811674,0,16800,102838,111319,CarProd,1,0,0,257.3285966,0,34,27.57659689,FLEET
390754,0,16800,46312,67166,TruckPr,27,0,0,241.5083839,0,14,26.22071743,Other
476751,0,16800,50135,93772,CarProd,5,0,0,126.4894051,2,21,35.85635489,GOVERNMENT
922225,0,16800,58193,82942,CarProd,1,0,0,320.0630097,3,16,42.84596286,Other
692217,0,16800,39352,60943,TruckPr,25,0,0,237.7636233,0,13,25.43988824,Other
165197,0,16800,144756,183810,CarProd,11,0,0,243.5422549,0,20,26.73398284,COMMERCIAL
422123,0,16800,94851,119053,CarProd,2,0,1,270.9986111,1,34,27.00923929,FLEET
36365,0,16800,115870,130809,CarProd,15,0,0,177.6322825,0,17,39.56720816,
446456,0,16900,131002,166859,CarProd,4,0,0,135.8564232,0,20,28.15188528,FLEET
150428,0,16900,,51549,CarProd,1,0,0,75.41374556,1,8,40.62819923,FLEET
330819,0,16900,30856,56961,TruckPr,11,0,0,116.8177074,1,10,20.34458217,Other
493974,0,16900,71672,96677,CarProd,1,0,0,153.7916948,0,30,35.32783617,Other
289478,0,16900,47129,62342,CarProd,15,0,0,290.1489212,0,21,30.3185968,Other
765571,0,16900,31143,75125,TruckPr,,1,0,237.1790454,0,49,42.13228057,Other
515592,1,16900,63800,85000,CarProd,2,0,6,127.8,2,33,,Other
345523,1,16900,73128,101683,CarProd,26,0,0,254.1917975,0,45,38.51230869,FARMING
800215,0,16900,66812,90973,TruckPr,9,,,108.0055259,0,10,37.46901795,FLEET
675837,0,16900,68940,88264,CarProd,0,0,0,166.1062815,0,25,24.95531142,FLEET
228503,0,16900,67111,96985,TruckPr,21,0,0,233.7843986,1,23,37.32471132,GOVERNMENT
129537,0,16900,116357,209364,CarProd,4,0,0,221.1285548,0,16,27.9002639,Other
